기간,회사,스펙,학교_원문,학교_분류,학과_원문,학과_계열,자격증,기타자격증,인턴,기타
2016 하반기,KT,"중경외시 / 예체능 / 학점 3.91 / 토스 lv.7 / 인턴 1회, 대외활동 및 동아리 9회",중경외시,인서울,예체능,기타,,,"인턴 1회, 대외활동 및 동아리 9회",토스 lv.7
2016 하반기,현대자동차,서성한 / 학점 3.6 / 토익 850 / 1회,서성한,인서울,학점 3.6,기타,TOEIC 850,,,1회
2018 하반기,포스코대우,"학점 3.72 / 토스 7 / 인턴 3회, 연구실 과제 참여",학점 3.72,기타,토스 7,기타,,,"인턴 3회, 연구실 과제 참여",
2015 하반기,롯데제과,수도권 / 무역 / 학점 3.8 / 토익스피킹 레벨6,수도권,기타,무역,경영경제,토익스피킹 레벨6,,,
2015 하반기,삼성전자,"중,경,외,시 / 신소재공학과 / 학점 3.86 / 오픽 IH","중,경,외,시",기타,신소재공학과,공학,OPIc IH,,,
2018 상반기,삼성전자,"sky / 정치외교 / 학점 4.05 / 토익 990, FLEX러시아어 1B / 대외활동 1회",sky,기타,정치외교,사회과학,TOEIC 990,,,대외활동 1회
2015 하반기,현대중공업,중경외시 / 기계공학 / 학점 3.84 / 오픽 IM2,중경외시,인서울,기계공학,공학,OPIc IM2,,,
2016 상반기,SKT,"ㄱ경기권 / 경제 / 학점 3.4 / 오픽 IL / 인턴1회, 공모전 1회",ㄱ경기권,기타,경제,경영경제,OPIc IL,,"인턴1회, 공모전 1회",
2016 상반기,LG전자,SKY / 화학공학 / 학점 3.98 / 토익 815 / 인턴 1회,SKY,기타,화학공학,공학,TOEIC 815,,인턴 1회,
2016 하반기,SK E&S,"지방사립 / 기계과 / 학점 3.43 / 토익 765 / 봉사활동130시간, 아르바이트 다수",지방사립,지방대,기계과,공학,TOEIC 765,,,"봉사활동130시간, 아르바이트 다수"
2015 하반기,KT,"중경외시 / 컴퓨터공학 / 학점 3.0 / 토익855 , 토익스피킹 레벨6 / 마케팅대외활동 1",중경외시,인서울,컴퓨터공학,공학,"TOEIC 855, 토익스피킹 레벨6 / 마케팅대외활동 1",,,마케팅대외활동 1
2015 하반기,KT텔레캅,"서울 하위 / 전자정보통신 / 학점 3.39 / 토익820, 오픽 IL / 중소기업 중계기 회사 인턴 1회, 회로설계 교육, 반도체 공정교육, 국토대장정",서울 하위,기타,전자정보통신,공학,"TOEIC 820, OPIc IL",,"중소기업 중계기 회사 인턴 1회, 회로설계 교육, 반도체 공정교육, 국토대장정",
2015 하반기,이랜드 global esi,"in부산 사립4년제 / 국제학부 / 학점 4.1/4.5 / 중-오픽 AL, 영-오픽 IH, 新HSK 6",in부산 사립4년제,기타,국제학부,기타,"OPIc AL, HSK 6",,,
2016 상반기,현대자동차,"중앙대 / 전자전기공학부 / 학점 3.77 / 토익 840, 토스 lv6",중앙대,인서울,전자전기공학부,공학,TOEIC 840,,,
2017 상반기,LG화학,지방 국립대 / 기계 / 학점 3.7 / 토익 880,지방 국립대,지방대,기계,공학,TOEIC 880,,,
2017 상반기,롯데제과,군사학과 / 학점 4.3 / 토익 660,군사학과,기타,학점 4.3,기타,TOEIC 660,,,
2015 하반기,대한항공,"중경외시 / 신문방송 / 학점 3.55 / 토익 965, 오픽 IM2 / 인턴 1회, 공모전 2회",중경외시,인서울,신문방송,기타,"TOEIC 965, OPIc IM2",,"인턴 1회, 공모전 2회",
2017 상반기,LG전자,"국립대 / 기계 / 학점 4.0 / 토스 6 / 인턴1, 수상 다수, 교내 동아리",국립대,지방대,기계,공학,,,"인턴1, 수상 다수, 교내 동아리",토스 6
2015 하반기,GS리테일,고려대 / 경영 / 학점 4.05 / 토익 940,고려대,Top5,경영,경영경제,TOEIC 940,,,
2015 하반기,두산 산업차량,"숭실대학교 / 기계공학과 / 학점 3.1 / 오픽 IM / 각종대회참석, 다수 수상경력",숭실대학교,인서울,기계공학과,공학,OPIc IM,,,"각종대회참석, 다수 수상경력"
2015 하반기,한국수력원자력,지거국 / 전기 / 학점 3.9 / 토익 860,지거국,지방대,전기,공학,TOEIC 860,,,
2016 하반기,LG전자,"한양대에리카 / 기계공학과 / 학점 3.4 / 토익 605, 토스 Lv.4 100 / 교내 봉사활동 30시간",한양대에리카,인서울,기계공학과,공학,TOEIC 605,,,교내 봉사활동 30시간
2016 하반기,CJ푸드빌,"건동홍 / 상경 / 학점 3.02 / 토익 810 / 봉사활동 1회, 동아리 1회",건동홍,인서울,상경,기타,TOEIC 810,,,"봉사활동 1회, 동아리 1회"
2016 하반기,신세계,"서성한 / 경영학과 / 학점 3.42 / 토익 925, 토익스피킹 레벨6 / 동아리 활동 1년 6개월 , 회장 경험",서성한,인서울,경영학과,경영경제,"TOEIC 925, 토익스피킹 레벨6 / 동아리 활동 1년 6개월",,,"동아리 활동 1년 6개월 , 회장 경험"
2016 하반기,CJ ENM,경제 / 오픽 AL,경제,기타,오픽 AL,기타,OPIc AL,,,
2017 상반기,현대모비스,"서울중위권 / 기계공학과 / 학점 3.85/4.5 / 토익 875, 토스 lv6",서울중위권,기타,기계공학과,공학,TOEIC 875,,,
2016 상반기,LG전자,수원 / 전자재료 / 학점 3.34 / 토익 785,수원,기타,전자재료,공학,TOEIC 785,,,
2016 하반기,삼성디스플레이,중경외시 / 화학공 / 학점 3.82 / 토스 6 / 인턴 1회 대회활동 다수,중경외시,인서울,화학공,공학,,,인턴 1회 대회활동 다수,토스 6
2016 하반기,LG디스플레이,"수도권 4년제 / 화학공학 / 학점 3.90 / 토익스피킹 레벨6 / 인턴 1회, 대외활동 3회",수도권 4년제,기타,화학공학,공학,토익스피킹 레벨6 / 인턴 1회,,"인턴 1회, 대외활동 3회",
2015 하반기,LG화학,"SKY / 화학공학 / 학점 3.44 / 토익 930 / 인턴 2회, 교환학생",SKY,기타,화학공학,공학,TOEIC 930,,"인턴 2회, 교환학생",
2018 상반기,삼성전자,서울4년제 / 기계 / 학점 3.4 / 토스 레벨6,서울4년제,기타,기계,공학,,,,토스 레벨6
2016 상반기,LG디스플레이,"광운대학교 / 전자공학과 / 학점 3.2 / 토익 715, 토익스피킹 120",광운대학교,인서울,전자공학과,공학,"TOEIC 715, 토익스피킹 120",,,
2016 하반기,삼성SDI,"카이스트 / 생명화학공학과 / 학점 3.2/4.3 / 토익860, 토스 lv6 / 국토대장정 장관상",카이스트,Top5,생명화학공학과,공학,TOEIC 860,,,국토대장정 장관상
2017 하반기,LG전자,중경외시 / 기계공학 / 학점 3.7 / 토익스피킹 레벨6,중경외시,인서울,기계공학,공학,토익스피킹 레벨6,,,
2018 상반기,삼성전자,,,기타,,,,,,
2015 하반기,삼성전자,서성한 / 경영/일본문화학 / 학점 4.0 / 토스 Lv.7 / 인턴경험 3회,서성한,인서울,경영/일본문화학,경영경제,,,인턴경험 3회,토스 Lv.7
2016 하반기,SK네트웍스,"수도권 / 경영 / 학점 3.62 / 토익 900, 토스 레벨6, 무역영어 1급 / 인턴 1회(롯데주류), 교환학생 1회, 아르바이트 다수",수도권,기타,경영,경영경제,TOEIC 900,,"인턴 1회(롯데주류), 교환학생 1회, 아르바이트 다수",
2017 상반기,삼성전자,동국대 / 산업시스템공학과 / 학점 3.94 / 토스 6(150),동국대,인서울,산업시스템공학과,공학,,,,토스 6(150)
2017 상반기,SK텔레콤,서성한 / 경영 / 학점 4.1 / 토익 950 이상 / 대외활동 3회,서성한,인서울,경영,경영경제,TOEIC 950,,,대외활동 3회
2017 상반기,CJ제일제당,고려대 / 생명과학 / 학점 2.88 / 토익 960 / 연설동아리,고려대,Top5,생명과학,자연과학,TOEIC 960,,,연설동아리
2015 하반기,현대자동차,서울 중위권 4년제 / 전자전기 / 학점 4.27 / 토익 905 / 대외 봉사활동 2회,서울 중위권 4년제,기타,전자전기,공학,TOEIC 905,,,대외 봉사활동 2회
2017 상반기,삼성디스플레이,서울 상위권 / 신소재공학과 / 학점 4.15 / 토스 레벨5 / 한국과학기술연구원 연수생,서울 상위권,기타,신소재공학과,공학,,,,토스 레벨5 / 한국과학기술연구원 연수생
2015 하반기,KT파워텔,수도권 사립대 / 전자공학 / 학점 3.33 / 토익 700초 / 아르바이트경험 다수 그외 무,수도권 사립대,지방대,전자공학,공학,TOEIC 700,,,아르바이트경험 다수 그외 무
2017 상반기,LG디스플레이,경희대학교 / 전자공학 / 학점 3.94 / 토익 755,경희대학교,인서울,전자공학,공학,TOEIC 755,,,
2018 하반기,삼성전자,학점 3.89,학점 3.89,기타,,,,,,
2015 하반기,KT,지방 사립 / 컴공 / 학점 3.4 / 토익스피킹 레벨5,지방 사립,지방대,컴공,기타,토익스피킹 레벨5,,,
2016 하반기,삼성전자,"성균관대학교 / 신소재공학부 / 학점 3.63 / 토익스피킹 130 / 포스코 인턴 1회, 삼성드림클래스",성균관대학교,인서울,신소재공학부,공학,토익스피킹 130 / 포스코 인턴 1회,,"포스코 인턴 1회, 삼성드림클래스",
2015 하반기,삼성전자,고려대 (석사) / 신소재 / 학점 3.6 / 토익 820,고려대 (석사),Top5,신소재,공학,TOEIC 820,,,
2015 하반기,코오롱,중경외시 / 전자 / 학점 3.7 / 토익 720,중경외시,인서울,전자,공학,TOEIC 720,,,
2016 하반기,LG디스플레이,학점 3.9 / 토익 885,학점 3.9,기타,토익 885,기타,TOEIC 885,,,
2015 하반기,현대파워텍,서울 중위권 / 기계 / 학점 3.95 / 토익 945 / 인턴 1회,서울 중위권,기타,기계,공학,TOEIC 945,,인턴 1회,
2015 하반기,SPC 비알코리아,서성한 / 상경 / 학점 3.8 / 토익 950,서성한,인서울,상경,기타,TOEIC 950,,,
2015 하반기,LG화학,"서성한 석사 / 화공 / 학점 3.57/4.5, 3.88/4.5 / 토익 850, 토스 레벨6",서성한 석사,인서울,화공,기타,TOEIC 850,,,
2016 하반기,삼성전자,지방대 / 경영학과 / 학점 3.73 / 오픽 IH / 교환학생,지방대,지방대,경영학과,경영경제,OPIc IH,,,교환학생
2015 하반기,현대모비스,"단국대 / 컴퓨터공학 / 학점 4.12 / 오픽 il, 토익 720 / 교외 공모전 2건 입상, 동아리활동, 삼성전자 하계인턴",단국대,지방대,컴퓨터공학,공학,"TOEIC 720, OPIc il",,"교외 공모전 2건 입상, 동아리활동, 삼성전자 하계인턴",
2016 상반기,CJ프레시웨이,"서성한 / 경제 / 오픽 IM3 / 부학생회장 1회(학생회), 축구동아리, 인턴 1회, 대외활동 1회",서성한,인서울,경제,경영경제,OPIc IM3,,"부학생회장 1회(학생회), 축구동아리, 인턴 1회, 대외활동 1회",
2016 상반기,현대위아,한국기술교육대 / 기계공학 / 학점 3.69 / 토익 790 / 자작자동차대회 참가.,한국기술교육대,지방대,기계공학,공학,TOEIC 790,,,자작자동차대회 참가.
2016 하반기,sk플래닛,"it / 학점 3.65 / 토익890, 토스 level6 / 관련 회사 출퇴근 아르바이트 5개월, 논문 우수상, 교내 공모전 대상, 미래부&금융위 프로젝트",it,기타,학점 3.65,기타,TOEIC 890,,,"관련 회사 출퇴근 아르바이트 5개월, 논문 우수상, 교내 공모전 대상, 미래부&금융위 프로젝트"
2015 상반기,CJ 대한통운,동아대학교 / 전자공학과 / 학점 3.81 / 오픽 IM2,동아대학교,지방대,전자공학과,공학,OPIc IM2,,,
2016 상반기,삼성생명,지거국 / 영문학과 / 학점 3.8 / 오픽 IM3,지거국,지방대,영문학과,인문어문,OPIc IM3,,,
2015 상반기,LG유플러스,인서울 중위권 / 정보통신 / 학점 3.3 / 토익900 / 토스6 / 봉사활동,인서울 중위권,인서울,정보통신,IT컴퓨터,TOEIC 900,,,토스6 / 봉사활동
2016 하반기,LG디스플레이,"과학기술원 / 물리, 재료 / 학점 3.9 / 아르바이트, 봉사활동, 대외활동",과학기술원,기타,"물리, 재료",자연과학,,,,"아르바이트, 봉사활동, 대외활동"
2017 상반기,삼성디스플레이,지거국 / 학점 4.04 / 토익 865 / 교내 영어신문사 석사,지거국,지방대,학점 4.04,기타,TOEIC 865,,,교내 영어신문사 석사
2018 상반기,CJ올리브네트웍스,"서울 4년제 중상위권 / 인문 / 학점 3.75 / 토스 레벨 8 / 인턴 3, 봉사활동, 대외활동 3",서울 4년제 중상위권,기타,인문,기타,,,"인턴 3, 봉사활동, 대외활동 3",토스 레벨 8
2015 하반기,현대중공업,전남대 / 신소재공학 / 학점 4.02 / 토익 750 / 멘토링 봉사활동,전남대,지방대,신소재공학,공학,TOEIC 750,,,멘토링 봉사활동
2016 상반기,삼성전자,수도권 사립대 / 영어영문학과 / 학점 3.5 / 토익 870 / 스펙업 마이크로소프트 눔 코리아 야놀자 식신 핫플레이스,수도권 사립대,지방대,영어영문학과,인문어문,TOEIC 870,,,스펙업 마이크로소프트 눔 코리아 야놀자 식신 핫플레이스
2016 하반기,LG전자,"서울시립대학교 / 컴퓨터과학부 / 학점 3.34 / 토익 760 , 오픽 IM1 / 공모전 수상 1회, 대외활동 1회",서울시립대학교,인서울,컴퓨터과학부,IT컴퓨터,"TOEIC 760, OPIc IM1",,,"공모전 수상 1회, 대외활동 1회"
2016 하반기,현대위아,수도권 4년제 / 경영학부 / 학점 3점대 / 토익 900점대 / 다수,수도권 4년제,기타,경영학부,경영경제,TOEIC 900,,,다수
2017 상반기,삼성전자,"서성한 / 기계공학 / 학점 4.02 / 토익 810, 토스 레벨6 / 봉사활동 30~40시간",서성한,인서울,기계공학,공학,TOEIC 810,,,봉사활동 30~40시간
2017 상반기,LG디스플레이,인하대 / 산업공학과 / 오픽 IM2,인하대,지방대,산업공학과,공학,OPIc IM2,,,
2017 상반기,sk브로드밴드,서성한 / 학점 3.39,서성한,인서울,학점 3.39,기타,,,,
2016 하반기,신세계 푸드,"중경외시 / 식품관련학과 / 학점 3.8 / 토익 800 , 토익스피킹 레벨7",중경외시,인서울,식품관련학과,자연과학,"TOEIC 800, 토익스피킹 레벨7",,,
2017 상반기,LG전자,"한양대 / 학점 3.94 / 오픽 IM2 / 스타트업기업 CTO, 창업경진대회 은상 , 국내학술대회 논문 1회, 국외학술대회 논문 1회",한양대,인서울,학점 3.94,기타,OPIc IM2,,,"스타트업기업 CTO, 창업경진대회 은상 , 국내학술대회 논문 1회, 국외학술대회 논문 1회"
2014 하반기,SK텔레콤,"강원대학교 / 경영학, 경제학 복수전공 / 학점 3.87 / 오픽 im2 / 자금관리사, 유통관리사2급, 비서1급, TESAT 2급, 컴활2급, 한국사 1급, 개인 회계사무소 인턴 2개월, 삼성전자 인턴 2개월, 삼성전자 3급 마케팅 직군 3개월, 국토종주 자전거 인증KT, IT 서포터즈 5기 (80시간), 삼성증권 YAHO 3기(100시간), LS 해외봉사단 10기(128시간), KT&G, 롯데 캐시비 마케팅 대외활동 2개, 파카 수필 공모전 장려상, 교내 마케팅 동아리 2년, 교내 봉사동아리 4년",강원대학교,지방대,"경영학, 경제학 복수전공",경영경제,OPIc im2,"자금관리사, 유통관리사2급, 비서1급, TESAT 2급, 컴활2급, 한국사 1급, 개인 회계사무소 인턴 2개월, 삼성전자 인턴 2개월, 삼성전자 3급 마케팅 직군 3개월, 국토종주 자전거 인증KT, IT 서포터즈 5기 (80시간), 삼성증권 YAHO 3기(100시간), LS 해외봉사단 10기(128시간), KT&G, 롯데 캐시비 마케팅 대외활동 2개, 파카 수필 공모전 장려상, 교내 마케팅 동아리 2년, 교내 봉사동아리 4년","자금관리사, 유통관리사2급, 비서1급, TESAT 2급, 컴활2급, 한국사 1급, 개인 회계사무소 인턴 2개월, 삼성전자 인턴 2개월, 삼성전자 3급 마케팅 직군 3개월, 국토종주 자전거 인증KT, IT 서포터즈 5기 (80시간), 삼성증권 YAHO 3기(100시간), LS 해외봉사단 10기(128시간), KT&G, 롯데 캐시비 마케팅 대외활동 2개, 파카 수필 공모전 장려상, 교내 마케팅 동아리 2년, 교내 봉사동아리 4년",
2015 하반기,삼성전자,지방거점국립대학 / 기계공학부 / 학점 3.8 / 토익 905,지방거점국립대학,지방대,기계공학부,공학,TOEIC 905,,,
2018 상반기,CJ제일제당,"수도권대학 / 식품공학 / 학점 3.5 / 토스 레벨6 / 인턴 1회, 대외 1회, 봉사 1회",수도권대학,지방대,식품공학,공학,,,"인턴 1회, 대외 1회, 봉사 1회",토스 레벨6
2015 하반기,LG디스플레이,경북대학교 / 전자공학부 / 학점 3.99 / 토스 레벨6 / 캡스톤 디자인 경연대회 대상,경북대학교,지방대,전자공학부,공학,,,,토스 레벨6 / 캡스톤 디자인 경연대회 대상
2016 하반기,현대자동차,,,기타,,,,,,
2017 상반기,CJ프레시웨이,경기대학교 / 경영학과 / 학점 3.62 / 오픽 IM2 / 크레신 영업 인턴,경기대학교,지방대,경영학과,경영경제,OPIc IM2,,크레신 영업 인턴,
2016 하반기,CJ제일제당,"지방국립대 / 어문/상경(복수) / 학점 3.75 / 오픽 IM, 2신 HSK 6급 / 로타랙트 약 3년, 타기업 재직 2년",지방국립대,지방대,어문/상경(복수),인문어문,"OPIc IM, HSK 6급",,,"로타랙트 약 3년, 타기업 재직 2년"
2015 하반기,LG디스플레이,"경희대 / 정보디스플레이 / 학점 3.5 / 토익 740, 오픽 IM1 / 프랑스 인턴십 2개월, 중소기업 인턴십 2개월",경희대,인서울,정보디스플레이,기타,"TOEIC 740, OPIc IM1",,"프랑스 인턴십 2개월, 중소기업 인턴십 2개월",
2015 하반기,삼성생명,고려대학교 / 경영학과 / 학점 3.66 / 토익 900,고려대학교,Top5,경영학과,경영경제,TOEIC 900,,,
2017 상반기,LG전자,경북대 / 기계공 / 학점 3.69 / 토스 6,경북대,지방대,기계공,공학,,,,토스 6
