원본행,기간,회사,직무,zeroshot_input,직무_대분류,직무_중분류,직무_소분류,분류확신도,검토메모,링크
10475,2015 하반기,한국수력원자력,토목,회사: 한국수력원자력 | 직무: 토목 | 유형: 공기업,건설·환경,건축·토목,"건축, 토목, 플랜트, BIM",중,,https://linkareer.com/cover-letter/20893?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10476,2018 하반기,현대제철,R&D,회사: 현대제철 | 직무: R&D | 유형: 대기업,연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/21363?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10477,2019 상반기,삼성전자,-,회사: 삼성전자 | 직무: - | 유형: 대기업,연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/23161?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10478,2020 하반기,한국철도공사(코레일),일반공채 사무영업(일반) 수도권,"회사: 한국철도공사(코레일) | 직무: 일반공채 사무영업(일반) 수도권 | 유형: 신입, 공기업",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/26103?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10479,2016 하반기,현대글로비스,경영지원(구매),회사: 현대글로비스 | 직무: 경영지원(구매) | 유형: 대기업,경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/20613?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10480,2016 하반기,LG상사,-,회사: LG상사 | 직무: - | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/18447?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10481,2017 하반기,CJ올리브네트웍스,경영관리,회사: CJ올리브네트웍스 | 직무: 경영관리 | 유형: 대기업,경영·사무,기획,"사업기획, 전략기획",중,,https://linkareer.com/cover-letter/13074?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10482,2017 하반기,대한항공,일반직,회사: 대한항공 | 직무: 일반직 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",상,,https://linkareer.com/cover-letter/12657?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10483,2016 하반기,기아,생산기술,회사: 기아 | 직무: 생산기술 | 유형: 대기업,생산·품질,생산관리,제조 운영,상,,https://linkareer.com/cover-letter/17096?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10484,2017 상반기,LG디스플레이,기술영업,회사: LG디스플레이 | 직무: 기술영업 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/15170?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10485,2016 하반기,기아,생산기술,회사: 기아 | 직무: 생산기술 | 유형: 대기업,생산·품질,생산관리,제조 운영,상,,https://linkareer.com/cover-letter/17329?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10486,2016 하반기,삼성전자,-,회사: 삼성전자 | 직무: - | 유형: 대기업,연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/21125?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10487,2016 상반기,CJ푸드빌,인사,회사: CJ푸드빌 | 직무: 인사 | 유형: -,경영·사무,인사,"채용, 교육, 조직관리",중,,https://linkareer.com/cover-letter/19559?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10488,2017 상반기,삼성전자,SCSA,회사: 삼성전자 | 직무: SCSA | 유형: 대기업,영업·고객관리,고객지원,"CS, 고객 상담",중,,https://linkareer.com/cover-letter/13636?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10489,2017 하반기,삼성SDI,연구 개발,회사: 삼성SDI | 직무: 연구 개발 | 유형: 대기업,IT·개발,백엔드 개발,"Java, Spring, Node.js, Python, API 개발",중,,https://linkareer.com/cover-letter/12303?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10490,2016 하반기,SK텔레콤,B2B여업,회사: SK텔레콤 | 직무: B2B여업 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/13798?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10491,2016 상반기,우리은행,-,"회사: 우리은행 | 직무: - | 유형: 은행권, 인턴",금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/19979?page=531&sort=RECENT_SCRAP_COUNT&tab=all
10492,2015 하반기,이랜드월드,패션사업부,회사: 이랜드월드 | 직무: 패션사업부 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/20647?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10493,2016 하반기,아모레퍼시픽,영업,회사: 아모레퍼시픽 | 직무: 영업 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/23280?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10494,2017 상반기,삼성전자,재무,회사: 삼성전자 | 직무: 재무 | 유형: 대기업,경영·사무,재무·회계,"회계, 세무, 재무관리",중,,https://linkareer.com/cover-letter/22585?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10495,2017 하반기,SK하이닉스,공정통합,회사: SK하이닉스 | 직무: 공정통합 | 유형: 대기업,생산·품질,생산관리,제조 운영,중,,https://linkareer.com/cover-letter/15608?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10496,2022 상반기,Ownist 오니스트,브랜딩 마케터,"회사: Ownist 오니스트 | 직무: 브랜딩 마케터 | 유형: 중소기업/스타트업, 인턴",디자인,그래픽 디자인,"편집, 브랜딩",중,,https://linkareer.com/cover-letter/33939?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10497,2016 하반기,현대자동차,-,회사: 현대자동차 | 직무: - | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/13125?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10498,2017 상반기,삼성물산,해외영업직,회사: 삼성물산 | 직무: 해외영업직 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,상,,https://linkareer.com/cover-letter/13602?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10499,2015 하반기,GS리테일,영업관리,회사: GS리테일 | 직무: 영업관리 | 유형: 대기업,영업·고객관리,B2C 영업,일반 소비자 영업,상,,https://linkareer.com/cover-letter/15350?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10500,2017 하반기,삼성화재,-,회사: 삼성화재 | 직무: - | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/21658?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10501,2018 하반기,퍼시스,-,회사: 퍼시스 | 직무: - | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/12710?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10502,2017 상반기,CJ푸드빌,식품안전,회사: CJ푸드빌 | 직무: 식품안전 | 유형: 대기업,엔지니어링,안전·환경,"안전관리, 환경관리, 공무",중,,https://linkareer.com/cover-letter/17798?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10503,2016 하반기,이마트,경영지원,회사: 이마트 | 직무: 경영지원 | 유형: 대기업,경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/20616?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10504,2016 하반기,KT,제휴 마케팅,회사: KT | 직무: 제휴 마케팅 | 유형: 대기업,마케팅·광고,브랜드 마케팅,"브랜드 전략, 캠페인",중,,https://linkareer.com/cover-letter/22739?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10505,2019 상반기,CJ 대한통운,ENG기계,회사: CJ 대한통운 | 직무: ENG기계 | 유형: 대기업,연구개발,기계·항공,"기계, 항공우주, 기구",중,,https://linkareer.com/cover-letter/22633?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10506,2016 하반기,현대오토에버,IT부문,회사: 현대오토에버 | 직무: IT부문 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/17771?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10507,2016 하반기,현대오토에버,IT부문,회사: 현대오토에버 | 직무: IT부문 | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/18079?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10508,2017 하반기,CJ올리브네트웍스,IT,회사: CJ올리브네트웍스 | 직무: IT | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/18653?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10509,2017 하반기,SK하이닉스,영업,회사: SK하이닉스 | 직무: 영업 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/22640?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10510,2018 하반기,포스코 건설,전기,회사: 포스코 건설 | 직무: 전기 | 유형: 대기업,연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/19778?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10511,2015 하반기,LG유플러스,B2C,회사: LG유플러스 | 직무: B2C | 유형: 대기업,영업·고객관리,B2C 영업,일반 소비자 영업,중,,https://linkareer.com/cover-letter/13115?page=532&sort=RECENT_SCRAP_COUNT&tab=all
10512,2018 상반기,KT,영업마케팅,회사: KT | 직무: 영업마케팅 | 유형: 대기업,마케팅·광고,브랜드 마케팅,"브랜드 전략, 캠페인",중,,https://linkareer.com/cover-letter/21950?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10513,2016 하반기,CJ CGV,Multiplex Manager,회사: CJ CGV | 직무: Multiplex Manager | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/16012?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10514,2017 상반기,삼성전자,LSI 연구개발,회사: 삼성전자 | 직무: LSI 연구개발 | 유형: -,연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/18134?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10515,2016 하반기,삼성카드,신용관리/RM,회사: 삼성카드 | 직무: 신용관리/RM | 유형: -,금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/18583?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10516,2017 하반기,삼성전자,영업,회사: 삼성전자 | 직무: 영업 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/16061?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10517,2017 하반기,호텔신라,물류,회사: 호텔신라 | 직무: 물류 | 유형: 대기업,물류·구매,SCM·물류,"공급망, 물류운영",중,,https://linkareer.com/cover-letter/22804?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10518,2016 하반기,한화테크윈,H/W 시큐리티,회사: 한화테크윈 | 직무: H/W 시큐리티 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/21754?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10519,2018 하반기,CJ 대한통운,계약물류,회사: CJ 대한통운 | 직무: 계약물류 | 유형: 대기업,물류·구매,SCM·물류,"공급망, 물류운영",중,,https://linkareer.com/cover-letter/17327?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10520,2020 상반기,한국철도공사(코레일),행정사무,"회사: 한국철도공사(코레일) | 직무: 행정사무 | 유형: 신입, 공기업",경영·사무,총무,"자산관리, 문서관리",상,,https://linkareer.com/cover-letter/25978?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10521,2018 상반기,CJ제일제당,식품마케팅,회사: CJ제일제당 | 직무: 식품마케팅 | 유형: -,마케팅·광고,브랜드 마케팅,"브랜드 전략, 캠페인",중,,https://linkareer.com/cover-letter/18477?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10522,2015 하반기,한국전력,송배전,"회사: 한국전력 | 직무: 송배전 | 유형: 대기업, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",중,,https://linkareer.com/cover-letter/16230?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10523,2015 하반기,이랜드리테일,패션플로워 매니저,회사: 이랜드리테일 | 직무: 패션플로워 매니저 | 유형: 대기업,영업·고객관리,B2C 영업,일반 소비자 영업,중,,https://linkareer.com/cover-letter/21538?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10524,2018 상반기,현대오토에버,ict 일반,회사: 현대오토에버 | 직무: ict 일반 | 유형: 대기업,IT·개발,클라우드·인프라,"AWS, Azure, DevOps, Kubernetes",중,,https://linkareer.com/cover-letter/17209?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10525,2017 하반기,LG전자,연구개발,회사: LG전자 | 직무: 연구개발 | 유형: 대기업,연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/11873?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10526,2017 상반기,SK하이닉스,설계,회사: SK하이닉스 | 직무: 설계 | 유형: MAJOR_COMPANY,연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/12816?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10527,2016 하반기,현대위아,생산관리,회사: 현대위아 | 직무: 생산관리 | 유형: 대기업,생산·품질,생산관리,제조 운영,상,,https://linkareer.com/cover-letter/16014?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10528,2016 하반기,스카이라이프,방송/콘텐츠,회사: 스카이라이프 | 직무: 방송/콘텐츠 | 유형: 대기업,마케팅·광고,콘텐츠 마케팅,"블로그, 유튜브, 카피라이팅",중,,https://linkareer.com/cover-letter/20268?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10529,2018 상반기,한화생명,영업관리,회사: 한화생명 | 직무: 영업관리 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/21106?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10530,2018 상반기,롯데마트,물류,회사: 롯데마트 | 직무: 물류 | 유형: 대기업,물류·구매,SCM·물류,"공급망, 물류운영",중,,https://linkareer.com/cover-letter/21247?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10531,2015 하반기,농협손해보험,일반,회사: 농협손해보험 | 직무: 일반 | 유형: 대기업,금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/12650?page=533&sort=RECENT_SCRAP_COUNT&tab=all
10532,2015 하반기,삼성중공업,"설계,기술직","회사: 삼성중공업 | 직무: 설계,기술직 | 유형: 대기업",연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/12162?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10533,2016 하반기,삼성전자,경영지원직,회사: 삼성전자 | 직무: 경영지원직 | 유형: 대기업,경영·사무,총무,"자산관리, 문서관리",상,,https://linkareer.com/cover-letter/21161?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10534,2017 하반기,대한항공,일반직,회사: 대한항공 | 직무: 일반직 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",상,,https://linkareer.com/cover-letter/12501?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10535,2017 하반기,현대자동차,R&D 차량설계,회사: 현대자동차 | 직무: R&D 차량설계 | 유형: -,연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/18670?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10536,2018 상반기,CJ 대한통운,포워딩,회사: CJ 대한통운 | 직무: 포워딩 | 유형: 대기업,기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/13244?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10537,2017 하반기,롯데정밀화학,경영지원,회사: 롯데정밀화학 | 직무: 경영지원 | 유형: 대기업,경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/22763?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10538,2015 하반기,효성,재무,회사: 효성 | 직무: 재무 | 유형: MAJOR_COMPANY,경영·사무,재무·회계,"회계, 세무, 재무관리",중,,https://linkareer.com/cover-letter/17156?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10539,2018 상반기,CJ제일제당,영업관리,회사: CJ제일제당 | 직무: 영업관리 | 유형: 대기업,영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/22526?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10540,2015 하반기,삼성전자,DS부문 영업마케팅,회사: 삼성전자 | 직무: DS부문 영업마케팅 | 유형: 대기업,연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",상,,https://linkareer.com/cover-letter/12709?page=534&sort=RECENT_SCRAP_COUNT&tab=all
10541,2015 하반기,이랜드,패션 플로어매니저,회사: 이랜드 | 직무: 패션 플로어매니저 | 유형: 대기업,서비스,매장·현장 서비스,"현장 운영, 서비스 관리",중,,https://linkareer.com/cover-letter/19965?page=534&sort=RECENT_SCRAP_COUNT&tab=all
